POSIÇÃO INICIAL: 50
================================
Movimento: L4      | 50 -> 46 
Movimento: R909    | 91 -> 00 <-- ZERO
Movimento: L50     | 00 -> 50 
Movimento: L50     | 50 -> 00 <-- ZERO
Movimento: L14     | 00 -> 86 
Movimento: R19     | 86 -> 05 
Movimento: L5      | 05 -> 00 <-- ZERO
Movimento: R59     | 00 -> 59 
Movimento: R7      | 59 -> 66 
Movimento: R54     | 66 -> 20 
Movimento: R58     | 20 -> 78 
Movimento: R73     | 78 -> 51 
Movimento: R97     | 51 -> 48 
Movimento: L553    | 48 -> 95 
Movimento: R78     | 95 -> 73 
Movimento: R30     | 73 -> 03 
Movimento: L75     | 03 -> 28 
Movimento: R38     | 28 -> 66 
Movimento: R60     | 66 -> 26 
Movimento: R74     | 26 -> 00 <-- ZERO
Movimento: R86     | 00 -> 86 
Movimento: R187    | 86 -> 73 
Movimento: R27     | 73 -> 00 <-- ZERO
Movimento: R5      | 00 -> 05 
Movimento: R19     | 05 -> 24 
Movimento: L142    | 24 -> 82 
Movimento: L18     | 82 -> 64 
Movimento: L47     | 64 -> 17 
Movimento: L64     | 17 -> 53 
Movimento: R21     | 53 -> 74 
Movimento: L74     | 74 -> 00 <-- ZERO
Movimento: R75     | 00 -> 75 
Movimento: R25     | 75 -> 00 <-- ZERO
Movimento: L87     | 00 -> 13 
Movimento: L63     | 13 -> 50 
Movimento: R512    | 50 -> 62 
Movimento: L79     | 62 -> 83 
Movimento: L19     | 83 -> 64 
Movimento: L45     | 64 -> 19 
Movimento: R81     | 19 -> 00 <-- ZERO
Movimento: L40     | 00 -> 60 
Movimento: L47     | 60 -> 13 
Movimento: L13     | 13 -> 00 <-- ZERO
Movimento: L11     | 00 -> 89 
Movimento: R953    | 89 -> 42 
Movimento: L42     | 42 -> 00 <-- ZERO
Movimento: R90     | 00 -> 90 
Movimento: L95     | 90 -> 95 
Movimento: R22     | 95 -> 17 
Movimento: L40     | 17 -> 77 
Movimento: L57     | 77 -> 20 
Movimento: L20     | 20 -> 00 <-- ZERO
Movimento: R978    | 00 -> 78 
Movimento: R98     | 78 -> 76 
Movimento: L90     | 76 -> 86 
Movimento: L23     | 86 -> 63 
Movimento: L90     | 63 -> 73 
Movimento: L98     | 73 -> 75 
Movimento: R325    | 75 -> 00 <-- ZERO
Movimento: L92     | 00 -> 08 
Movimento: L8      | 08 -> 00 <-- ZERO
Movimento: L497    | 00 -> 03 
Movimento: R12     | 03 -> 15 
Movimento: R85     | 15 -> 00 <-- ZERO
Movimento: L64     | 00 -> 36 
Movimento: L99     | 36 -> 37 
Movimento: L37     | 37 -> 00 <-- ZERO
Movimento: L91     | 00 -> 09 
Movimento: R491    | 09 -> 00 <-- ZERO
Movimento: R15     | 00 -> 15 
Movimento: L90     | 15 -> 25 
Movimento: L395    | 25 -> 30 
Movimento: L14     | 30 -> 16 
Movimento: R84     | 16 -> 00 <-- ZERO
Movimento: L38     | 00 -> 62 
Movimento: R475    | 62 -> 37 
Movimento: L45     | 37 -> 92 
Movimento: R19     | 92 -> 11 
Movimento: L11     | 11 -> 00 <-- ZERO
Movimento: L51     | 00 -> 49 
Movimento: L49     | 49 -> 00 <-- ZERO
Movimento: L72     | 00 -> 28 
Movimento: L69     | 28 -> 59 
Movimento: R96     | 59 -> 55 
Movimento: R45     | 55 -> 00 <-- ZERO
Movimento: R86     | 00 -> 86 
Movimento: R33     | 86 -> 19 
Movimento: L19     | 19 -> 00 <-- ZERO
Movimento: L99     | 00 -> 01 
Movimento: L795    | 01 -> 06 
Movimento: R94     | 06 -> 00 <-- ZERO
Movimento: R37     | 00 -> 37 
Movimento: R66     | 37 -> 03 
Movimento: L76     | 03 -> 27 
Movimento: L76     | 27 -> 51 
Movimento: R49     | 51 -> 00 <-- ZERO
Movimento: R61     | 00 -> 61 
Movimento: R39     | 61 -> 00 <-- ZERO
Movimento: L917    | 00 -> 83 
Movimento: L8      | 83 -> 75 
Movimento: L52     | 75 -> 23 
Movimento: L44     | 23 -> 79 
Movimento: R21     | 79 -> 00 <-- ZERO
Movimento: R15     | 00 -> 15 
Movimento: R99     | 15 -> 14 
Movimento: L314    | 14 -> 00 <-- ZERO
Movimento: R27     | 00 -> 27 
Movimento: R71     | 27 -> 98 
Movimento: R198    | 98 -> 96 
Movimento: L754    | 96 -> 42 
Movimento: L691    | 42 -> 51 
Movimento: R16     | 51 -> 67 
Movimento: L67     | 67 -> 00 <-- ZERO
Movimento: R13     | 00 -> 13 
Movimento: L13     | 13 -> 00 <-- ZERO
Movimento: R64     | 00 -> 64 
Movimento: L54     | 64 -> 10 
Movimento: L70     | 10 -> 40 
Movimento: R68     | 40 -> 08 
Movimento: L59     | 08 -> 49 
Movimento: L649    | 49 -> 00 <-- ZERO
Movimento: R23     | 00 -> 23 
Movimento: R314    | 23 -> 37 
Movimento: L37     | 37 -> 00 <-- ZERO
Movimento: R14     | 00 -> 14 
Movimento: L57     | 14 -> 57 
Movimento: L298    | 57 -> 59 
Movimento: L59     | 59 -> 00 <-- ZERO
Movimento: L810    | 00 -> 90 
Movimento: L160    | 90 -> 30 
Movimento: R53     | 30 -> 83 
Movimento: R72     | 83 -> 55 
Movimento: L43     | 55 -> 12 
Movimento: L12     | 12 -> 00 <-- ZERO
Movimento: R97     | 00 -> 97 
Movimento: L36     | 97 -> 61 
Movimento: L6      | 61 -> 55 
Movimento: L62     | 55 -> 93 
Movimento: R598    | 93 -> 91 
Movimento: R9      | 91 -> 00 <-- ZERO
Movimento: R1      | 00 -> 01 
Movimento: R426    | 01 -> 27 
Movimento: L41     | 27 -> 86 
Movimento: R484    | 86 -> 70 
Movimento: R30     | 70 -> 00 <-- ZERO
Movimento: L72     | 00 -> 28 
Movimento: L51     | 28 -> 77 
Movimento: R62     | 77 -> 39 
Movimento: L39     | 39 -> 00 <-- ZERO
Movimento: R78     | 00 -> 78 
Movimento: R38     | 78 -> 16 
Movimento: L91     | 16 -> 25 
Movimento: R75     | 25 -> 00 <-- ZERO
Movimento: L97     | 00 -> 03 
Movimento: R18     | 03 -> 21 
Movimento: L604    | 21 -> 17 
Movimento: R34     | 17 -> 51 
Movimento: L85     | 51 -> 66 
Movimento: L7      | 66 -> 59 
Movimento: R41     | 59 -> 00 <-- ZERO
Movimento: L6      | 00 -> 94 
Movimento: L81     | 94 -> 13 
Movimento: R87     | 13 -> 00 <-- ZERO
Movimento: R9      | 00 -> 09 
Movimento: L39     | 09 -> 70 
Movimento: L2      | 70 -> 68 
Movimento: L48     | 68 -> 20 
Movimento: L46     | 20 -> 74 
Movimento: L391    | 74 -> 83 
Movimento: R917    | 83 -> 00 <-- ZERO
Movimento: R10     | 00 -> 10 
Movimento: L83     | 10 -> 27 
Movimento: L31     | 27 -> 96 
Movimento: L978    | 96 -> 18 
Movimento: R144    | 18 -> 62 
Movimento: R42     | 62 -> 04 
Movimento: R96     | 04 -> 00 <-- ZERO
Movimento: L44     | 00 -> 56 
Movimento: R56     | 56 -> 12 
Movimento: L3      | 12 -> 09 
Movimento: L40     | 09 -> 69 
Movimento: R23     | 69 -> 92 
Movimento: L75     | 92 -> 17 
Movimento: L17     | 17 -> 00 <-- ZERO
Movimento: R61     | 00 -> 61 
Movimento: L57     | 61 -> 04 
Movimento: R396    | 04 -> 00 <-- ZERO
Movimento: R41     | 00 -> 41 
Movimento: L96     | 41 -> 45 
Movimento: R13     | 45 -> 58 
Movimento: R33     | 58 -> 91 
Movimento: L72     | 91 -> 19 
Movimento: R81     | 19 -> 00 <-- ZERO
Movimento: L29     | 00 -> 71 
Movimento: R26     | 71 -> 97 
Movimento: L97     | 97 -> 00 <-- ZERO
Movimento: L33     | 00 -> 67 
Movimento: R44     | 67 -> 11 
Movimento: R526    | 11 -> 37 
Movimento: R12     | 37 -> 49 
Movimento: R44     | 49 -> 93 
Movimento: R12     | 93 -> 05 
Movimento: R36     | 05 -> 41 
Movimento: L87     | 41 -> 54 
Movimento: R546    | 54 -> 00 <-- ZERO
Movimento: R67     | 00 -> 67 
Movimento: R91     | 67 -> 58 
Movimento: L52     | 58 -> 06 
Movimento: R184    | 06 -> 90 
Movimento: L90     | 90 -> 00 <-- ZERO
Movimento: R99     | 00 -> 99 
Movimento: L47     | 99 -> 52 
Movimento: R26     | 52 -> 78 
Movimento: R22     | 78 -> 00 <-- ZERO
Movimento: L84     | 00 -> 16 
Movimento: R67     | 16 -> 83 
Movimento: L83     | 83 -> 00 <-- ZERO
Movimento: R21     | 00 -> 21 
Movimento: L293    | 21 -> 28 
Movimento: L176    | 28 -> 52 
Movimento: R66     | 52 -> 18 
Movimento: R53     | 18 -> 71 
Movimento: R77     | 71 -> 48 
Movimento: R31     | 48 -> 79 
Movimento: L44     | 79 -> 35 
Movimento: L47     | 35 -> 88 
Movimento: L588    | 88 -> 00 <-- ZERO
Movimento: L974    | 00 -> 26 
Movimento: L226    | 26 -> 00 <-- ZERO
Movimento: L86     | 00 -> 14 
Movimento: L32     | 14 -> 82 
Movimento: R84     | 82 -> 66 
Movimento: L966    | 66 -> 00 <-- ZERO
Movimento: L99     | 00 -> 01 
Movimento: L852    | 01 -> 49 
Movimento: L9      | 49 -> 40 
Movimento: R48     | 40 -> 88 
Movimento: R74     | 88 -> 62 
Movimento: R28     | 62 -> 90 
Movimento: L68     | 90 -> 22 
Movimento: L22     | 22 -> 00 <-- ZERO
Movimento: L4      | 00 -> 96 
Movimento: L54     | 96 -> 42 
Movimento: R60     | 42 -> 02 
Movimento: L81     | 02 -> 21 
Movimento: L921    | 21 -> 00 <-- ZERO
Movimento: R62     | 00 -> 62 
Movimento: R38     | 62 -> 00 <-- ZERO
Movimento: R67     | 00 -> 67 
Movimento: L79     | 67 -> 88 
Movimento: L18     | 88 -> 70 
Movimento: R430    | 70 -> 00 <-- ZERO
Movimento: R52     | 00 -> 52 
Movimento: L86     | 52 -> 66 
Movimento: L45     | 66 -> 21 
Movimento: L92     | 21 -> 29 
Movimento: L129    | 29 -> 00 <-- ZERO
Movimento: R69     | 00 -> 69 
Movimento: R88     | 69 -> 57 
Movimento: R98     | 57 -> 55 
Movimento: R70     | 55 -> 25 
Movimento: L25     | 25 -> 00 <-- ZERO
Movimento: L60     | 00 -> 40 
Movimento: L840    | 40 -> 00 <-- ZERO
Movimento: R629    | 00 -> 29 
Movimento: L29     | 29 -> 00 <-- ZERO
Movimento: R86     | 00 -> 86 
Movimento: L86     | 86 -> 00 <-- ZERO
Movimento: L44     | 00 -> 56 
Movimento: R75     | 56 -> 31 
Movimento: L23     | 31 -> 08 
Movimento: R92     | 08 -> 00 <-- ZERO
Movimento: L626    | 00 -> 74 
Movimento: R26     | 74 -> 00 <-- ZERO
Movimento: R26     | 00 -> 26 
Movimento: L26     | 26 -> 00 <-- ZERO
Movimento: L42     | 00 -> 58 
Movimento: L818    | 58 -> 40 
Movimento: R860    | 40 -> 00 <-- ZERO
Movimento: R50     | 00 -> 50 
Movimento: R40     | 50 -> 90 
Movimento: L90     | 90 -> 00 <-- ZERO
Movimento: L509    | 00 -> 91 
Movimento: L391    | 91 -> 00 <-- ZERO
Movimento: R14     | 00 -> 14 
Movimento: R51     | 14 -> 65 
Movimento: L655    | 65 -> 10 
Movimento: L10     | 10 -> 00 <-- ZERO
Movimento: R38     | 00 -> 38 
Movimento: L38     | 38 -> 00 <-- ZERO
Movimento: R63     | 00 -> 63 
Movimento: R63     | 63 -> 26 
Movimento: L20     | 26 -> 06 
Movimento: R97     | 06 -> 03 
Movimento: R97     | 03 -> 00 <-- ZERO
Movimento: R87     | 00 -> 87 
Movimento: L45     | 87 -> 42 
Movimento: R395    | 42 -> 37 
Movimento: L37     | 37 -> 00 <-- ZERO
Movimento: L34     | 00 -> 66 
Movimento: R41     | 66 -> 07 
Movimento: L90     | 07 -> 17 
Movimento: L417    | 17 -> 00 <-- ZERO
Movimento: L94     | 00 -> 06 
Movimento: R76     | 06 -> 82 
Movimento: R18     | 82 -> 00 <-- ZERO
Movimento: L69     | 00 -> 31 
Movimento: R79     | 31 -> 10 
Movimento: L323    | 10 -> 87 
Movimento: L79     | 87 -> 08 
Movimento: L97     | 08 -> 11 
Movimento: L49     | 11 -> 62 
Movimento: R23     | 62 -> 85 
Movimento: L385    | 85 -> 00 <-- ZERO
Movimento: L63     | 00 -> 37 
Movimento: L37     | 37 -> 00 <-- ZERO
Movimento: L1      | 00 -> 99 
Movimento: L99     | 99 -> 00 <-- ZERO
Movimento: R85     | 00 -> 85 
Movimento: R15     | 85 -> 00 <-- ZERO
Movimento: L91     | 00 -> 09 
Movimento: R91     | 09 -> 00 <-- ZERO
Movimento: L93     | 00 -> 07 
Movimento: R10     | 07 -> 17 
Movimento: L74     | 17 -> 43 
Movimento: R85     | 43 -> 28 
Movimento: L47     | 28 -> 81 
Movimento: R19     | 81 -> 00 <-- ZERO
Movimento: R20     | 00 -> 20 
Movimento: R83     | 20 -> 03 
Movimento: L64     | 03 -> 39 
Movimento: L897    | 39 -> 42 
Movimento: L272    | 42 -> 70 
Movimento: L370    | 70 -> 00 <-- ZERO
Movimento: R59     | 00 -> 59 
Movimento: R41     | 59 -> 00 <-- ZERO
Movimento: R80     | 00 -> 80 
Movimento: L80     | 80 -> 00 <-- ZERO
Movimento: R63     | 00 -> 63 
Movimento: R337    | 63 -> 00 <-- ZERO
Movimento: L5      | 00 -> 95 
Movimento: L95     | 95 -> 00 <-- ZERO
Movimento: R31     | 00 -> 31 
Movimento: R28     | 31 -> 59 
Movimento: R337    | 59 -> 96 
Movimento: L58     | 96 -> 38 
Movimento: R18     | 38 -> 56 
Movimento: R26     | 56 -> 82 
Movimento: R61     | 82 -> 43 
Movimento: R602    | 43 -> 45 
Movimento: L145    | 45 -> 00 <-- ZERO
Movimento: L47     | 00 -> 53 
Movimento: R29     | 53 -> 82 
Movimento: R90     | 82 -> 72 
Movimento: L72     | 72 -> 00 <-- ZERO
Movimento: L67     | 00 -> 33 
Movimento: R11     | 33 -> 44 
Movimento: R92     | 44 -> 36 
Movimento: R871    | 36 -> 07 
Movimento: R893    | 07 -> 00 <-- ZERO
Movimento: R25     | 00 -> 25 
Movimento: R75     | 25 -> 00 <-- ZERO
Movimento: R9      | 00 -> 09 
Movimento: L9      | 09 -> 00 <-- ZERO
Movimento: R5      | 00 -> 05 
Movimento: L5      | 05 -> 00 <-- ZERO
Movimento: L461    | 00 -> 39 
Movimento: L869    | 39 -> 70 
Movimento: L570    | 70 -> 00 <-- ZERO
Movimento: R82     | 00 -> 82 
Movimento: L46     | 82 -> 36 
Movimento: L36     | 36 -> 00 <-- ZERO
Movimento: R25     | 00 -> 25 
Movimento: L538    | 25 -> 87 
Movimento: L87     | 87 -> 00 <-- ZERO
Movimento: L479    | 00 -> 21 
Movimento: R79     | 21 -> 00 <-- ZERO
Movimento: L49     | 00 -> 51 
Movimento: R16     | 51 -> 67 
Movimento: R44     | 67 -> 11 
Movimento: R589    | 11 -> 00 <-- ZERO
Movimento: L576    | 00 -> 24 
Movimento: R735    | 24 -> 59 
Movimento: R41     | 59 -> 00 <-- ZERO
Movimento: L832    | 00 -> 68 
Movimento: R32     | 68 -> 00 <-- ZERO
Movimento: L71     | 00 -> 29 
Movimento: R471    | 29 -> 00 <-- ZERO
Movimento: L17     | 00 -> 83 
Movimento: L982    | 83 -> 01 
Movimento: R74     | 01 -> 75 
Movimento: L75     | 75 -> 00 <-- ZERO
Movimento: L723    | 00 -> 77 
Movimento: L77     | 77 -> 00 <-- ZERO
Movimento: R33     | 00 -> 33 
Movimento: R67     | 33 -> 00 <-- ZERO
Movimento: L27     | 00 -> 73 
Movimento: R27     | 73 -> 00 <-- ZERO
Movimento: R84     | 00 -> 84 
Movimento: L84     | 84 -> 00 <-- ZERO
Movimento: R64     | 00 -> 64 
Movimento: L58     | 64 -> 06 
Movimento: L73     | 06 -> 33 
Movimento: R67     | 33 -> 00 <-- ZERO
Movimento: L32     | 00 -> 68 
Movimento: R82     | 68 -> 50 
Movimento: R14     | 50 -> 64 
Movimento: R8      | 64 -> 72 
Movimento: R74     | 72 -> 46 
Movimento: R316    | 46 -> 62 
Movimento: R8      | 62 -> 70 
Movimento: L70     | 70 -> 00 <-- ZERO
Movimento: L811    | 00 -> 89 
Movimento: R11     | 89 -> 00 <-- ZERO
Movimento: R54     | 00 -> 54 
Movimento: R46     | 54 -> 00 <-- ZERO
Movimento: L32     | 00 -> 68 
Movimento: R29     | 68 -> 97 
Movimento: R17     | 97 -> 14 
Movimento: L14     | 14 -> 00 <-- ZERO
Movimento: R11     | 00 -> 11 
Movimento: R89     | 11 -> 00 <-- ZERO
Movimento: R85     | 00 -> 85 
Movimento: L24     | 85 -> 61 
Movimento: R8      | 61 -> 69 
Movimento: R50     | 69 -> 19 
Movimento: R81     | 19 -> 00 <-- ZERO
Movimento: L923    | 00 -> 77 
Movimento: R23     | 77 -> 00 <-- ZERO
Movimento: L37     | 00 -> 63 
Movimento: L63     | 63 -> 00 <-- ZERO
Movimento: R16     | 00 -> 16 
Movimento: L16     | 16 -> 00 <-- ZERO
Movimento: R494    | 00 -> 94 
Movimento: R6      | 94 -> 00 <-- ZERO
Movimento: L73     | 00 -> 27 
Movimento: L68     | 27 -> 59 
Movimento: L637    | 59 -> 22 
Movimento: R78     | 22 -> 00 <-- ZERO
Movimento: L93     | 00 -> 07 
Movimento: L107    | 07 -> 00 <-- ZERO
Movimento: L733    | 00 -> 67 
Movimento: R33     | 67 -> 00 <-- ZERO
Movimento: L838    | 00 -> 62 
Movimento: R31     | 62 -> 93 
Movimento: R7      | 93 -> 00 <-- ZERO
Movimento: L53     | 00 -> 47 
Movimento: L47     | 47 -> 00 <-- ZERO
Movimento: R490    | 00 -> 90 
Movimento: R17     | 90 -> 07 
Movimento: R93     | 07 -> 00 <-- ZERO
Movimento: R43     | 00 -> 43 
Movimento: R17     | 43 -> 60 
Movimento: L8      | 60 -> 52 
Movimento: R37     | 52 -> 89 
Movimento: R11     | 89 -> 00 <-- ZERO
Movimento: L56     | 00 -> 44 
Movimento: R67     | 44 -> 11 
Movimento: L40     | 11 -> 71 
Movimento: R67     | 71 -> 38 
Movimento: L54     | 38 -> 84 
Movimento: L284    | 84 -> 00 <-- ZERO
Movimento: L959    | 00 -> 41 
Movimento: L41     | 41 -> 00 <-- ZERO
Movimento: R87     | 00 -> 87 
Movimento: R13     | 87 -> 00 <-- ZERO
Movimento: L18     | 00 -> 82 
Movimento: L131    | 82 -> 51 
Movimento: R49     | 51 -> 00 <-- ZERO
Movimento: L264    | 00 -> 36 
Movimento: R27     | 36 -> 63 
Movimento: R80     | 63 -> 43 
Movimento: R957    | 43 -> 00 <-- ZERO
Movimento: L121    | 00 -> 79 
Movimento: R919    | 79 -> 98 
Movimento: L20     | 98 -> 78 
Movimento: L78     | 78 -> 00 <-- ZERO
Movimento: L74     | 00 -> 26 
Movimento: R56     | 26 -> 82 
Movimento: R18     | 82 -> 00 <-- ZERO
Movimento: L70     | 00 -> 30 
Movimento: L30     | 30 -> 00 <-- ZERO
Movimento: R74     | 00 -> 74 
Movimento: R31     | 74 -> 05 
Movimento: L18     | 05 -> 87 
Movimento: L31     | 87 -> 56 
Movimento: L51     | 56 -> 05 
Movimento: L36     | 05 -> 69 
Movimento: L69     | 69 -> 00 <-- ZERO
Movimento: R19     | 00 -> 19 
Movimento: R70     | 19 -> 89 
Movimento: R201    | 89 -> 90 
Movimento: L71     | 90 -> 19 
Movimento: R81     | 19 -> 00 <-- ZERO
Movimento: L17     | 00 -> 83 
Movimento: R88     | 83 -> 71 
Movimento: R29     | 71 -> 00 <-- ZERO
Movimento: L479    | 00 -> 21 
Movimento: R14     | 21 -> 35 
Movimento: R65     | 35 -> 00 <-- ZERO
Movimento: R21     | 00 -> 21 
Movimento: R74     | 21 -> 95 
Movimento: R5      | 95 -> 00 <-- ZERO
Movimento: R12     | 00 -> 12 
Movimento: L12     | 12 -> 00 <-- ZERO
Movimento: L45     | 00 -> 55 
Movimento: L55     | 55 -> 00 <-- ZERO
Movimento: R79     | 00 -> 79 
Movimento: L79     | 79 -> 00 <-- ZERO
Movimento: R243    | 00 -> 43 
Movimento: L90     | 43 -> 53 
Movimento: L14     | 53 -> 39 
Movimento: L39     | 39 -> 00 <-- ZERO
Movimento: L41     | 00 -> 59 
Movimento: L299    | 59 -> 60 
Movimento: L99     | 60 -> 61 
Movimento: R39     | 61 -> 00 <-- ZERO
Movimento: L36     | 00 -> 64 
Movimento: L78     | 64 -> 86 
Movimento: L41     | 86 -> 45 
Movimento: L14     | 45 -> 31 
Movimento: R13     | 31 -> 44 
Movimento: L77     | 44 -> 67 
Movimento: R50     | 67 -> 17 
Movimento: R583    | 17 -> 00 <-- ZERO
Movimento: L851    | 00 -> 49 
Movimento: R19     | 49 -> 68 
Movimento: R93     | 68 -> 61 
Movimento: R239    | 61 -> 00 <-- ZERO
Movimento: R568    | 00 -> 68 
Movimento: L68     | 68 -> 00 <-- ZERO
Movimento: L572    | 00 -> 28 
Movimento: L28     | 28 -> 00 <-- ZERO
Movimento: L20     | 00 -> 80 
Movimento: L77     | 80 -> 03 
Movimento: L59     | 03 -> 44 
Movimento: R56     | 44 -> 00 <-- ZERO
Movimento: R99     | 00 -> 99 
Movimento: L99     | 99 -> 00 <-- ZERO
Movimento: R745    | 00 -> 45 
Movimento: L45     | 45 -> 00 <-- ZERO
Movimento: L19     | 00 -> 81 
Movimento: R19     | 81 -> 00 <-- ZERO
Movimento: L21     | 00 -> 79 
Movimento: R885    | 79 -> 64 
Movimento: L74     | 64 -> 90 
Movimento: R10     | 90 -> 00 <-- ZERO
Movimento: R911    | 00 -> 11 
Movimento: R38     | 11 -> 49 
Movimento: L49     | 49 -> 00 <-- ZERO
Movimento: L431    | 00 -> 69 
Movimento: R231    | 69 -> 00 <-- ZERO
Movimento: R57     | 00 -> 57 
Movimento: R43     | 57 -> 00 <-- ZERO
Movimento: R12     | 00 -> 12 
Movimento: R88     | 12 -> 00 <-- ZERO
Movimento: L36     | 00 -> 64 
Movimento: L39     | 64 -> 25 
Movimento: L887    | 25 -> 38 
Movimento: R62     | 38 -> 00 <-- ZERO
Movimento: R72     | 00 -> 72 
Movimento: R528    | 72 -> 00 <-- ZERO
Movimento: R426    | 00 -> 26 
Movimento: R74     | 26 -> 00 <-- ZERO
Movimento: R77     | 00 -> 77 
Movimento: L77     | 77 -> 00 <-- ZERO
Movimento: R32     | 00 -> 32 
Movimento: R72     | 32 -> 04 
Movimento: R796    | 04 -> 00 <-- ZERO
Movimento: R16     | 00 -> 16 
Movimento: R2      | 16 -> 18 
Movimento: R5      | 18 -> 23 
Movimento: R77     | 23 -> 00 <-- ZERO
Movimento: L43     | 00 -> 57 
Movimento: R43     | 57 -> 00 <-- ZERO
Movimento: L94     | 00 -> 06 
Movimento: R71     | 06 -> 77 
Movimento: L732    | 77 -> 45 
Movimento: R72     | 45 -> 17 
Movimento: R626    | 17 -> 43 
Movimento: R57     | 43 -> 00 <-- ZERO
Movimento: L495    | 00 -> 05 
Movimento: R28     | 05 -> 33 
Movimento: R70     | 33 -> 03 
Movimento: R88     | 03 -> 91 
Movimento: R9      | 91 -> 00 <-- ZERO
Movimento: L64     | 00 -> 36 
Movimento: R564    | 36 -> 00 <-- ZERO
Movimento: L38     | 00 -> 62 
Movimento: R38     | 62 -> 00 <-- ZERO
Movimento: R620    | 00 -> 20 
Movimento: R82     | 20 -> 02 
Movimento: R80     | 02 -> 82 
Movimento: R63     | 82 -> 45 
Movimento: L826    | 45 -> 19 
Movimento: L19     | 19 -> 00 <-- ZERO
Movimento: L23     | 00 -> 77 
Movimento: L81     | 77 -> 96 
Movimento: L55     | 96 -> 41 
Movimento: L741    | 41 -> 00 <-- ZERO
Movimento: L77     | 00 -> 23 
Movimento: R36     | 23 -> 59 
Movimento: L59     | 59 -> 00 <-- ZERO
Movimento: L33     | 00 -> 67 
Movimento: R33     | 67 -> 00 <-- ZERO
Movimento: L99     | 00 -> 01 
Movimento: L72     | 01 -> 29 
Movimento: L20     | 29 -> 09 
Movimento: L9      | 09 -> 00 <-- ZERO
Movimento: R241    | 00 -> 41 
Movimento: L41     | 41 -> 00 <-- ZERO
Movimento: R86     | 00 -> 86 
Movimento: L86     | 86 -> 00 <-- ZERO
Movimento: L93     | 00 -> 07 
Movimento: L36     | 07 -> 71 
Movimento: R435    | 71 -> 06 
Movimento: L6      | 06 -> 00 <-- ZERO
Movimento: L38     | 00 -> 62 
Movimento: L20     | 62 -> 42 
Movimento: L55     | 42 -> 87 
Movimento: R69     | 87 -> 56 
Movimento: R70     | 56 -> 26 
Movimento: R44     | 26 -> 70 
Movimento: R30     | 70 -> 00 <-- ZERO
Movimento: R81     | 00 -> 81 
Movimento: R86     | 81 -> 67 
Movimento: L64     | 67 -> 03 
Movimento: R74     | 03 -> 77 
Movimento: R80     | 77 -> 57 
Movimento: R545    | 57 -> 02 
Movimento: L1      | 02 -> 01 
Movimento: L627    | 01 -> 74 
Movimento: L23     | 74 -> 51 
Movimento: R60     | 51 -> 11 
Movimento: R189    | 11 -> 00 <-- ZERO
Movimento: L86     | 00 -> 14 
Movimento: R86     | 14 -> 00 <-- ZERO
Movimento: R8      | 00 -> 08 
Movimento: R804    | 08 -> 12 
Movimento: R627    | 12 -> 39 
Movimento: R71     | 39 -> 10 
Movimento: L57     | 10 -> 53 
Movimento: R48     | 53 -> 01 
Movimento: L84     | 01 -> 17 
Movimento: R87     | 17 -> 04 
Movimento: L83     | 04 -> 21 
Movimento: R179    | 21 -> 00 <-- ZERO
Movimento: L97     | 00 -> 03 
Movimento: R36     | 03 -> 39 
Movimento: L12     | 39 -> 27 
Movimento: R960    | 27 -> 87 
Movimento: L45     | 87 -> 42 
Movimento: L48     | 42 -> 94 
Movimento: L67     | 94 -> 27 
Movimento: R462    | 27 -> 89 
Movimento: R711    | 89 -> 00 <-- ZERO
Movimento: L39     | 00 -> 61 
Movimento: R539    | 61 -> 00 <-- ZERO
Movimento: R666    | 00 -> 66 
Movimento: L31     | 66 -> 35 
Movimento: L35     | 35 -> 00 <-- ZERO
Movimento: R8      | 00 -> 08 
Movimento: L79     | 08 -> 29 
Movimento: R50     | 29 -> 79 
Movimento: L879    | 79 -> 00 <-- ZERO
Movimento: R61     | 00 -> 61 
Movimento: R62     | 61 -> 23 
Movimento: R177    | 23 -> 00 <-- ZERO
Movimento: R47     | 00 -> 47 
Movimento: L47     | 47 -> 00 <-- ZERO
Movimento: L82     | 00 -> 18 
Movimento: L45     | 18 -> 73 
Movimento: L73     | 73 -> 00 <-- ZERO
Movimento: R17     | 00 -> 17 
Movimento: R49     | 17 -> 66 
Movimento: L18     | 66 -> 48 
Movimento: L98     | 48 -> 50 
Movimento: R250    | 50 -> 00 <-- ZERO
Movimento: L57     | 00 -> 43 
Movimento: L15     | 43 -> 28 
Movimento: L28     | 28 -> 00 <-- ZERO
Movimento: L94     | 00 -> 06 
Movimento: R36     | 06 -> 42 
Movimento: L194    | 42 -> 48 
Movimento: R52     | 48 -> 00 <-- ZERO
Movimento: L269    | 00 -> 31 
Movimento: L931    | 31 -> 00 <-- ZERO
Movimento: L939    | 00 -> 61 
Movimento: L161    | 61 -> 00 <-- ZERO
Movimento: R193    | 00 -> 93 
Movimento: R41     | 93 -> 34 
Movimento: L42     | 34 -> 92 
Movimento: L92     | 92 -> 00 <-- ZERO
Movimento: L12     | 00 -> 88 
Movimento: L88     | 88 -> 00 <-- ZERO
Movimento: R831    | 00 -> 31 
Movimento: L731    | 31 -> 00 <-- ZERO
Movimento: R85     | 00 -> 85 
Movimento: R58     | 85 -> 43 
Movimento: R41     | 43 -> 84 
Movimento: R64     | 84 -> 48 
Movimento: R122    | 48 -> 70 
Movimento: R5      | 70 -> 75 
